pair,her_age,her_field,her_race,her_racepref,her_religpref,her_income,her_goal,her_datefreq,her_outfreq,her_optimism,her_wantattr,her_wantsinc,her_wantintel,her_wantfun,her_wantamb,her_wantshar,her_selfattr,her_selfsinc,her_selffun,her_selfintel,her_selfamb,his_age,his_field,his_race,his_racepref,his_religpref,his_income,his_goal,his_datefreq,his_outfreq,his_optimism,his_wantattr,his_wantsinc,his_wantintel,his_wantfun,his_wantamb,his_wantshar,his_selfattr,his_selfsinc,his_selffun,his_selfintel,his_selfamb,her_dec,his_dec,wave,samerace,interests,match,her_noincome,his_noincome,agegap,agediff,her_fit,his_fit,passions,samefield,samecareer,samegoal,outgap,dategap,racepref_max,religpref_max,fold
"(388, 404)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,23.0,5.0,2.0,1.0,4.0,,2.0,5.0,2.0,7.0,25.0,14.0,25.0,25.0,3.0,8.0,6.0,9.0,7.0,8.0,8.0,0,1,15,1,0.14,0,0,1,1.0,1.0,6.3,7.11,1,0,0,1,0.0,1.0,1.0,6.0,2
"(388, 405)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,30.0,13.0,1.0,1.0,1.0,55080.0,4.0,5.0,5.0,6.0,30.0,25.0,20.0,15.0,5.0,5.0,8.0,8.0,10.0,9.0,10.0,0,0,15,0,0.18,0,0,0,6.0,-6.0,7.47,7.45,0,0,0,0,3.0,1.0,1.0,6.0,2
"(388, 406)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,27.0,8.0,4.0,1.0,1.0,,1.0,6.0,2.0,6.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,7.0,8.0,8.0,9.0,0,1,15,0,0.23,0,0,1,3.0,-3.0,6.26,7.8,1,0,0,0,0.0,2.0,1.0,6.0,2
"(388, 407)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,24.0,14.0,2.0,1.0,1.0,,3.0,4.0,2.0,5.0,30.0,15.0,15.0,15.0,15.0,10.0,7.0,9.0,8.0,7.0,8.0,0,1,15,1,0.4,0,0,1,0.0,0.0,6.52,7.05,0,0,0,0,0.0,0.0,1.0,6.0,2
"(388, 408)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,24.0,13.0,3.0,1.0,1.0,,2.0,7.0,1.0,6.0,20.0,10.0,20.0,20.0,10.0,20.0,8.0,7.0,10.0,8.0,9.0,0,0,15,0,0.14,0,0,1,0.0,0.0,7.0,6.2,1,0,0,1,1.0,3.0,1.0,6.0,2
"(388, 409)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,23.0,5.0,2.0,5.0,5.0,,2.0,6.0,3.0,7.0,20.0,15.0,20.0,20.0,10.0,15.0,7.0,9.0,8.0,9.0,8.0,0,0,15,1,-0.04,0,0,1,1.0,1.0,6.82,6.6,0,0,0,1,1.0,2.0,5.0,6.0,2
"(388, 410)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,0,0,15,1,0.21,0,0,0,3.0,-3.0,7.14,7.0,0,0,0,0,1.0,1.0,8.0,8.0,2
"(388, 411)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,3.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,0,0,15,1,0.35,0,0,0,10.0,-10.0,5.93,7.75,0,0,0,0,1.0,0.0,8.0,6.0,2
"(388, 412)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,27.0,8.0,2.0,1.0,1.0,,1.0,5.0,2.0,4.0,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,0,0,15,1,0.08,0,0,1,3.0,-3.0,6.33,7.55,1,0,0,0,0.0,1.0,1.0,6.0,2
"(388, 413)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,26.0,8.0,2.0,5.0,3.0,,1.0,,2.0,8.0,10.0,10.0,30.0,30.0,5.0,15.0,7.0,9.0,7.0,8.0,6.0,0,0,15,1,0.54,0,0,1,2.0,-2.0,6.22,6.5,0,0,0,0,0.0,,5.0,6.0,2
"(388, 414)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,29.0,8.0,2.0,2.0,10.0,55080.0,6.0,1.0,1.0,5.0,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,0,1,15,1,0.45,0,0,0,5.0,-5.0,,7.91,1,0,0,0,1.0,3.0,2.0,10.0,2
"(388, 415)",24.0,3.0,2.0,1.0,6.0,47005.0,2.0,4.0,2.0,4.0,22.0,17.0,15.0,15.0,15.0,16.0,8.0,8.0,7.0,8.0,8.0,31.0,8.0,2.0,3.0,1.0,52318.0,1.0,4.0,2.0,4.0,10.0,20.0,40.0,10.0,10.0,10.0,7.0,8.0,4.0,10.0,8.0,0,1,15,1,0.27,0,0,0,7.0,-7.0,6.2,7.1,0,0,0,0,0.0,0.0,3.0,6.0,2
"(389, 397)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,24.0,1.0,2.0,3.0,2.0,,2.0,5.0,2.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,0,1,15,1,0.29,0,0,1,3.0,-3.0,6.9,7.45,2,1,1,1,1.0,2.0,3.0,2.0,2
"(389, 398)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,29.0,8.0,2.0,7.0,2.0,,2.0,3.0,1.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,1,1,15,1,-0.09,1,0,1,8.0,-8.0,6.6,8.0,3,0,0,1,0.0,0.0,7.0,2.0,2
"(389, 399)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,29.0,8.0,2.0,1.0,1.0,48785.0,2.0,4.0,2.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,0,0,15,1,0.37,0,0,0,8.0,-8.0,8.1,6.7,5,0,0,1,1.0,1.0,1.0,1.0,2
"(389, 400)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,26.0,8.0,2.0,7.0,7.0,,5.0,4.0,2.0,3.0,70.0,5.0,20.0,3.0,1.0,1.0,7.0,10.0,6.0,8.0,7.0,1,1,15,1,0.21,1,0,1,5.0,-5.0,7.2,7.82,0,0,0,0,1.0,1.0,7.0,7.0,2
"(389, 401)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,31.0,8.0,2.0,1.0,1.0,,2.0,4.0,1.0,9.0,35.0,0.0,25.0,20.0,0.0,20.0,8.0,5.0,7.0,10.0,5.0,1,1,15,1,0.47,1,0,1,10.0,-10.0,6.5,6.35,6,0,0,1,0.0,1.0,1.0,1.0,2
"(389, 402)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,29.0,2.0,4.0,1.0,1.0,,3.0,4.0,2.0,6.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,10.0,9.0,0,1,15,0,-0.05,0,0,1,8.0,-8.0,7.0,7.8,4,0,0,0,1.0,1.0,1.0,1.0,2
"(389, 403)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,22.0,5.0,2.0,6.0,6.0,,5.0,5.0,3.0,6.0,20.0,25.0,20.0,15.0,5.0,15.0,4.0,8.0,7.0,9.0,9.0,0,1,15,1,0.36,0,0,1,1.0,-1.0,6.4,7.1,2,0,0,0,2.0,2.0,6.0,6.0,2
"(389, 404)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,23.0,5.0,2.0,1.0,4.0,,2.0,5.0,2.0,7.0,25.0,14.0,25.0,25.0,3.0,8.0,6.0,9.0,7.0,8.0,8.0,1,1,15,1,-0.05,1,0,1,2.0,-2.0,6.9,7.55,5,0,0,1,1.0,2.0,1.0,4.0,2
"(389, 405)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,30.0,13.0,1.0,1.0,1.0,55080.0,4.0,5.0,5.0,6.0,30.0,25.0,20.0,15.0,5.0,5.0,8.0,8.0,10.0,9.0,10.0,0,1,15,0,-0.04,0,0,0,9.0,-9.0,7.8,7.9,5,0,0,0,4.0,2.0,1.0,1.0,2
"(389, 406)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,27.0,8.0,4.0,1.0,1.0,,1.0,6.0,2.0,6.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,7.0,8.0,8.0,9.0,0,1,15,0,0.33,0,0,1,6.0,-6.0,6.5,7.8,5,0,0,0,1.0,3.0,1.0,1.0,2
"(389, 407)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,24.0,14.0,2.0,1.0,1.0,,3.0,4.0,2.0,5.0,30.0,15.0,15.0,15.0,15.0,10.0,7.0,9.0,8.0,7.0,8.0,0,0,15,1,0.7,0,0,1,3.0,-3.0,7.1,7.05,5,0,0,0,1.0,1.0,1.0,1.0,2
"(389, 408)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,24.0,13.0,3.0,1.0,1.0,,2.0,7.0,1.0,6.0,20.0,10.0,20.0,20.0,10.0,20.0,8.0,7.0,10.0,8.0,9.0,1,1,15,0,0.32,1,0,1,3.0,-3.0,7.3,6.3,3,0,0,1,0.0,4.0,1.0,1.0,2
"(389, 409)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,23.0,5.0,2.0,5.0,5.0,,2.0,6.0,3.0,7.0,20.0,15.0,20.0,20.0,10.0,15.0,7.0,9.0,8.0,9.0,8.0,1,1,15,1,0.44,1,0,1,2.0,-2.0,7.5,6.8,4,0,0,1,2.0,3.0,5.0,5.0,2
"(389, 410)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,1,1,15,1,0.12,1,0,0,6.0,-6.0,7.6,7.3,4,0,0,0,0.0,2.0,8.0,8.0,2
"(389, 411)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,3.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,0,1,15,1,0.59,0,0,0,13.0,-13.0,6.6,8.1,2,0,0,0,0.0,1.0,8.0,2.0,2
"(389, 412)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,27.0,8.0,2.0,1.0,1.0,,1.0,5.0,2.0,4.0,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,0,1,15,1,0.04,0,0,1,6.0,-6.0,6.7,7.55,4,0,0,0,1.0,2.0,1.0,1.0,2
"(389, 413)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,26.0,8.0,2.0,5.0,3.0,,1.0,,2.0,8.0,10.0,10.0,30.0,30.0,5.0,15.0,7.0,9.0,7.0,8.0,6.0,1,1,15,1,0.36,1,0,1,5.0,-5.0,7.1,6.85,1,0,0,0,1.0,,5.0,3.0,2
"(389, 414)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,29.0,8.0,2.0,2.0,10.0,55080.0,6.0,1.0,1.0,5.0,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,0,1,15,1,-0.01,0,0,0,8.0,-8.0,,7.91,1,0,0,0,0.0,2.0,2.0,10.0,2
"(389, 415)",21.0,1.0,2.0,1.0,1.0,52805.0,2.0,3.0,1.0,7.0,20.0,30.0,20.0,20.0,0.0,10.0,8.0,10.0,9.0,7.0,5.0,31.0,8.0,2.0,3.0,1.0,52318.0,1.0,4.0,2.0,4.0,10.0,20.0,40.0,10.0,10.0,10.0,7.0,8.0,4.0,10.0,8.0,0,1,15,1,0.3,0,0,0,10.0,-10.0,6.6,7.0,1,0,0,0,1.0,1.0,3.0,1.0,2
"(390, 397)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,24.0,1.0,2.0,3.0,2.0,,2.0,5.0,2.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,1,0,15,0,0.26,0,1,1,6.0,6.0,5.7,7.2,1,0,0,0,1.0,1.0,3.0,10.0,2
"(390, 398)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,29.0,8.0,2.0,7.0,2.0,,2.0,3.0,1.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,1,0,15,0,0.36,0,1,1,1.0,1.0,5.1,7.6,3,0,0,0,2.0,1.0,7.0,10.0,2
"(390, 399)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,29.0,8.0,2.0,1.0,1.0,48785.0,2.0,4.0,2.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,0,0,15,0,0.68,0,1,0,1.0,1.0,6.3,6.8,4,0,0,0,1.0,0.0,1.0,10.0,2
"(390, 400)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,26.0,8.0,2.0,7.0,7.0,,5.0,4.0,2.0,3.0,70.0,5.0,20.0,3.0,1.0,1.0,7.0,10.0,6.0,8.0,7.0,1,0,15,0,0.59,0,1,1,4.0,4.0,5.6,7.92,0,0,0,0,1.0,0.0,7.0,10.0,2
"(390, 401)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,31.0,8.0,2.0,1.0,1.0,,2.0,4.0,1.0,9.0,35.0,0.0,25.0,20.0,0.0,20.0,8.0,5.0,7.0,10.0,5.0,1,0,15,0,0.6,0,1,1,1.0,-1.0,5.0,6.4,6,0,0,0,2.0,0.0,1.0,10.0,2
"(390, 402)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,29.0,2.0,4.0,1.0,1.0,,3.0,4.0,2.0,6.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,10.0,9.0,1,0,15,1,0.21,0,1,1,1.0,1.0,5.8,7.6,3,0,0,0,1.0,0.0,1.0,10.0,2
"(390, 403)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,22.0,5.0,2.0,6.0,6.0,,5.0,5.0,3.0,6.0,20.0,25.0,20.0,15.0,5.0,15.0,4.0,8.0,7.0,9.0,9.0,1,0,15,0,0.19,0,1,1,8.0,8.0,5.4,6.8,1,0,0,0,0.0,1.0,6.0,10.0,2
"(390, 404)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,23.0,5.0,2.0,1.0,4.0,,2.0,5.0,2.0,7.0,25.0,14.0,25.0,25.0,3.0,8.0,6.0,9.0,7.0,8.0,8.0,1,1,15,0,0.37,1,1,1,7.0,7.0,5.5,7.36,5,0,0,0,1.0,1.0,1.0,10.0,2
"(390, 405)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,30.0,13.0,1.0,1.0,1.0,55080.0,4.0,5.0,5.0,6.0,30.0,25.0,20.0,15.0,5.0,5.0,8.0,8.0,10.0,9.0,10.0,1,0,15,0,0.44,0,1,0,0.0,0.0,6.2,7.6,5,0,0,0,2.0,1.0,1.0,10.0,2
"(390, 406)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,27.0,8.0,4.0,1.0,1.0,,1.0,6.0,2.0,6.0,20.0,20.0,20.0,20.0,20.0,0.0,6.0,7.0,8.0,8.0,9.0,1,0,15,1,0.56,0,1,1,3.0,3.0,5.3,8.0,5,0,0,0,1.0,2.0,1.0,10.0,2
"(390, 407)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,24.0,14.0,2.0,1.0,1.0,,3.0,4.0,2.0,5.0,30.0,15.0,15.0,15.0,15.0,10.0,7.0,9.0,8.0,7.0,8.0,1,0,15,0,0.74,0,1,1,6.0,6.0,5.5,7.2,5,0,0,0,1.0,0.0,1.0,10.0,2
"(390, 408)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,24.0,13.0,3.0,1.0,1.0,,2.0,7.0,1.0,6.0,20.0,10.0,20.0,20.0,10.0,20.0,8.0,7.0,10.0,8.0,9.0,1,0,15,0,0.25,0,1,1,6.0,6.0,5.7,6.4,3,0,0,0,2.0,3.0,1.0,10.0,2
"(390, 409)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,23.0,5.0,2.0,5.0,5.0,,2.0,6.0,3.0,7.0,20.0,15.0,20.0,20.0,10.0,15.0,7.0,9.0,8.0,9.0,8.0,1,0,15,0,0.41,0,1,1,7.0,7.0,5.9,6.8,4,0,1,0,0.0,2.0,5.0,10.0,2
"(390, 410)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,5.0,20.0,20.0,20.0,20.0,10.0,10.0,7.0,10.0,6.0,10.0,10.0,1,0,15,0,-0.03,0,1,0,3.0,3.0,6.3,7.2,3,0,0,0,2.0,1.0,8.0,10.0,2
"(390, 411)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,3.0,35.0,15.0,15.0,25.0,10.0,0.0,8.0,6.0,9.0,7.0,5.0,1,0,15,0,0.39,0,1,0,4.0,-4.0,4.8,8.0,2,0,0,0,2.0,0.0,8.0,10.0,2
"(390, 412)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,27.0,8.0,2.0,1.0,1.0,,1.0,5.0,2.0,4.0,75.0,5.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,8.0,1,0,15,0,-0.19,0,1,1,3.0,3.0,5.3,7.6,3,0,0,0,1.0,1.0,1.0,10.0,2
"(390, 413)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,26.0,8.0,2.0,5.0,3.0,,1.0,,2.0,8.0,10.0,10.0,30.0,30.0,5.0,15.0,7.0,9.0,7.0,8.0,6.0,1,0,15,0,0.17,0,1,1,4.0,4.0,5.4,6.8,1,0,0,0,1.0,,5.0,10.0,2
"(390, 414)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,29.0,8.0,2.0,2.0,10.0,55080.0,6.0,1.0,1.0,5.0,95.0,1.0,1.0,1.0,1.0,1.0,,,,,,1,1,15,0,-0.03,1,1,0,1.0,1.0,,7.92,1,0,0,1,2.0,3.0,2.0,10.0,2
"(390, 415)",30.0,9.0,4.0,1.0,10.0,,6.0,4.0,3.0,6.0,10.0,20.0,20.0,10.0,10.0,30.0,8.0,8.0,8.0,8.0,8.0,31.0,8.0,2.0,3.0,1.0,52318.0,1.0,4.0,2.0,4.0,10.0,20.0,40.0,10.0,10.0,10.0,7.0,8.0,4.0,10.0,8.0,1,1,15,0,0.64,1,1,0,1.0,-1.0,5.5,7.2,1,0,0,0,1.0,0.0,3.0,10.0,2
"(391, 397)",28.0,6.0,2.0,1.0,5.0,50725.0,1.0,4.0,1.0,4.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,24.0,1.0,2.0,3.0,2.0,,2.0,5.0,2.0,6.0,20.0,21.0,21.0,22.0,6.0,10.0,7.0,7.0,7.0,10.0,9.0,0,1,15,1,0.35,0,0,1,4.0,4.0,7.55,7.78,1,0,0,0,1.0,1.0,3.0,5.0,2
"(391, 398)",28.0,6.0,2.0,1.0,5.0,50725.0,1.0,4.0,1.0,4.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,29.0,8.0,2.0,7.0,2.0,,2.0,3.0,1.0,8.0,45.0,10.0,10.0,30.0,0.0,5.0,7.0,6.0,10.0,7.0,8.0,0,0,15,1,0.26,0,0,1,1.0,-1.0,6.7,8.1,3,0,0,0,0.0,1.0,7.0,5.0,2
"(391, 399)",28.0,6.0,2.0,1.0,5.0,50725.0,1.0,4.0,1.0,4.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,29.0,8.0,2.0,1.0,1.0,48785.0,2.0,4.0,2.0,7.0,25.0,10.0,20.0,20.0,10.0,15.0,9.0,9.0,9.0,9.0,9.0,0,0,15,1,0.7,0,0,0,1.0,-1.0,8.1,7.2,3,0,0,0,1.0,0.0,1.0,5.0,2
"(391, 400)",28.0,6.0,2.0,1.0,5.0,50725.0,1.0,4.0,1.0,4.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,26.0,8.0,2.0,7.0,7.0,,5.0,4.0,2.0,3.0,70.0,5.0,20.0,3.0,1.0,1.0,7.0,10.0,6.0,8.0,7.0,0,1,15,1,0.72,0,0,1,2.0,2.0,6.55,8.19,1,0,0,0,1.0,0.0,7.0,7.0,2
"(391, 401)",28.0,6.0,2.0,1.0,5.0,50725.0,1.0,4.0,1.0,4.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,31.0,8.0,2.0,1.0,1.0,,2.0,4.0,1.0,9.0,35.0,0.0,25.0,20.0,0.0,20.0,8.0,5.0,7.0,10.0,5.0,1,0,15,1,0.53,0,0,1,3.0,-3.0,7.5,6.85,3,0,0,0,0.0,0.0,1.0,5.0,2
"(391, 402)",28.0,6.0,2.0,1.0,5.0,50725.0,1.0,4.0,1.0,4.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,29.0,2.0,4.0,1.0,1.0,,3.0,4.0,2.0,6.0,25.0,20.0,15.0,25.0,10.0,5.0,6.0,8.0,7.0,10.0,9.0,0,1,15,0,0.4,0,0,1,1.0,-1.0,7.2,8.1,3,0,0,0,1.0,0.0,1.0,5.0,2
"(391, 403)",28.0,6.0,2.0,1.0,5.0,50725.0,1.0,4.0,1.0,4.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,22.0,5.0,2.0,6.0,6.0,,5.0,5.0,3.0,6.0,20.0,25.0,20.0,15.0,5.0,15.0,4.0,8.0,7.0,9.0,9.0,0,0,15,1,-0.02,0,0,1,6.0,6.0,6.15,7.35,1,0,0,0,2.0,1.0,6.0,6.0,2
"(391, 404)",28.0,6.0,2.0,1.0,5.0,50725.0,1.0,4.0,1.0,4.0,35.0,0.0,35.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,7.0,23.0,5.0,2.0,1.0,4.0,,2.0,5.0,2.0,7.0,25.0,14.0,25.0,25.0,3.0,8.0,6.0,9.0,7.0,8.0,8.0,0,1,15,1,0.85,0,0,1,5.0,5.0,6.4,7.97,5,0,0,0,1.0,1.0,1.0,5.0,2
