pair,w_age,w_field,w_field_cd,w_undergra,w_mn_sat,w_tuition,w_race,w_imprace,w_imprelig,w_from,w_zipcode,w_income,w_goal,w_date,w_go_out,w_career,w_career_c,w_sports,w_tvsports,w_exercise,w_dining,w_museums,w_art,w_hiking,w_gaming,w_clubbing,w_reading,w_tv,w_theater,w_movies,w_concerts,w_music,w_shopping,w_yoga,w_exphappy,w_expnum,w_attr1_1,w_sinc1_1,w_intel1_1,w_fun1_1,w_amb1_1,w_shar1_1,w_attr4_1,w_sinc4_1,w_intel4_1,w_fun4_1,w_amb4_1,w_shar4_1,w_attr2_1,w_sinc2_1,w_intel2_1,w_fun2_1,w_amb2_1,w_shar2_1,w_attr3_1,w_sinc3_1,w_fun3_1,w_intel3_1,w_amb3_1,w_attr5_1,w_sinc5_1,w_intel5_1,w_fun5_1,w_amb5_1,w_order,w_round,m_age,m_field,m_field_cd,m_undergra,m_mn_sat,m_tuition,m_race,m_imprace,m_imprelig,m_from,m_zipcode,m_income,m_goal,m_date,m_go_out,m_career,m_career_c,m_sports,m_tvsports,m_exercise,m_dining,m_museums,m_art,m_hiking,m_gaming,m_clubbing,m_reading,m_tv,m_theater,m_movies,m_concerts,m_music,m_shopping,m_yoga,m_exphappy,m_expnum,m_attr1_1,m_sinc1_1,m_intel1_1,m_fun1_1,m_amb1_1,m_shar1_1,m_attr4_1,m_sinc4_1,m_intel4_1,m_fun4_1,m_amb4_1,m_shar4_1,m_attr2_1,m_sinc2_1,m_intel2_1,m_fun2_1,m_amb2_1,m_shar2_1,m_attr3_1,m_sinc3_1,m_fun3_1,m_intel3_1,m_amb3_1,m_attr5_1,m_sinc5_1,m_intel5_1,m_fun5_1,m_amb5_1,m_order,m_round,wave,position,samerace,int_corr,match
"(430, 440)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,6,14,21.0,Law,1.0,Stanford University,1450.0,25917.0,2.0,8.0,2.0,"Milano, Italy","20,129",,1.0,7.0,2.0,Lawyer,1.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,3.0,1.0,3.0,5.0,5.0,10.0,8.0,10.0,8.0,5.0,7.0,,35.0,5.0,30.0,20.0,5.0,5.0,35.0,5.0,30.0,20.0,5.0,5.0,40.0,5.0,20.0,10.0,20.0,5.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,5,11,17,8,0,0.59,0
"(430, 441)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,3,14,24.0,Law,1.0,Tufts University,,26892.0,2.0,4.0,2.0,Boston,"6,437",,2.0,7.0,1.0,Corporate law,1.0,6.0,1.0,6.0,7.0,7.0,8.0,7.0,10.0,9.0,9.0,8.0,9.0,10.0,10.0,10.0,7.0,2.0,7.0,,35.0,10.0,25.0,20.0,5.0,5.0,50.0,0.0,20.0,20.0,0.0,10.0,50.0,0.0,0.0,25.0,25.0,0.0,8.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0,9.0,5.0,3,11,17,8,0,-0.41,0
"(430, 442)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,4,14,25.0,law,1.0,warsaw university,,,2.0,1.0,1.0,poland,108,,4.0,6.0,1.0,tax lawyer,1.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,6.0,,40.0,10.0,0.0,45.0,0.0,5.0,60.0,0.0,10.0,30.0,0.0,0.0,30.0,10.0,10.0,20.0,30.0,10.0,7.0,9.0,8.0,8.0,9.0,7.0,1.0,6.0,3.0,9.0,3,11,17,8,0,0.15,0
"(430, 443)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,13,14,27.0,International Affairs - Economic Policy,13.0,Univeristy of Michigan,1290.0,21645.0,3.0,1.0,3.0,New York,"17,403",27794.0,2.0,6.0,2.0,Economic Policy Advisor on Latin America,9.0,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,,30.0,25.0,10.0,20.0,0.0,15.0,40.0,10.0,10.0,30.0,0.0,10.0,40.0,0.0,20.0,20.0,20.0,0.0,7.0,10.0,9.0,7.0,7.0,7.0,8.0,8.0,10.0,9.0,9,11,17,8,0,0.38,0
"(430, 444)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,12,14,26.0,MBA,8.0,Middlebury College,1470.0,34300.0,2.0,5.0,1.0,"Los Angeles, CA","10,016",41737.0,2.0,4.0,2.0,Media Management,7.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,3.0,,50.0,10.0,10.0,30.0,0.0,0.0,50.0,10.0,0.0,20.0,0.0,20.0,30.0,20.0,10.0,30.0,5.0,5.0,8.0,7.0,9.0,8.0,7.0,8.0,7.0,6.0,9.0,7.0,9,11,17,8,0,0.33,0
"(430, 445)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,11,14,30.0,SIPA - Energy,13.0,U of Vermont,1130.0,20100.0,2.0,1.0,1.0,"Burlington, Vermont","11,576",90225.0,2.0,5.0,2.0,Energy Management,9.0,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,9.0,5.0,1.0,5.0,,40.0,12.0,18.0,12.0,6.0,12.0,60.0,5.0,5.0,20.0,5.0,5.0,30.0,15.0,10.0,20.0,20.0,5.0,9.0,8.0,7.0,10.0,7.0,9.0,9.0,10.0,7.0,7.0,8,11,17,8,0,0.27,0
"(430, 446)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,5,14,28.0,MBA,8.0,Universidad de los Andes,,,3.0,2.0,2.0,"Bogota, Colombia",0,,1.0,4.0,3.0,Finance,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,,30.0,20.0,25.0,15.0,10.0,0.0,30.0,20.0,15.0,15.0,15.0,5.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,6.0,8.0,7.0,7.0,4.0,4,11,17,8,0,0.14,0
"(430, 447)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,8,14,26.0,Public Policy,13.0,University of Delhi,,,4.0,1.0,1.0,India,"110,003",,1.0,7.0,2.0,Public Finance,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,,15.0,30.0,25.0,20.0,0.0,10.0,25.0,20.0,20.0,20.0,0.0,15.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,6.0,7.0,7.0,5.0,9.0,6,11,17,8,1,0.49,0
"(430, 448)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,2,14,22.0,Law/Business,1.0,Yale,1450.0,26100.0,2.0,1.0,1.0,New York City,"10,021",55080.0,1.0,2.0,1.0,Business Management,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,,25.0,15.0,25.0,25.0,5.0,5.0,30.0,20.0,15.0,20.0,0.0,15.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,8.0,7.0,9.0,8.0,8.0,2,11,17,8,0,-0.42,0
"(430, 449)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,1,14,23.0,Law,1.0,Princeton,1460.0,27230.0,6.0,7.0,1.0,New York,"11,552",52280.0,1.0,3.0,1.0,Business/Law,1.0,8.0,2.0,6.0,8.0,7.0,5.0,5.0,3.0,1.0,9.0,7.0,6.0,9.0,2.0,6.0,4.0,1.0,5.0,,55.0,2.0,1.0,40.0,1.0,1.0,55.0,2.0,1.0,40.0,1.0,1.0,25.0,1.0,13.0,44.0,11.0,6.0,7.0,10.0,10.0,10.0,8.0,7.0,9.0,9.0,10.0,8.0,1,11,17,8,0,0.17,0
"(430, 450)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,7,14,25.0,International Affairs,13.0,Connecticut College,1310.0,33585.0,2.0,3.0,7.0,Singapore,,,2.0,6.0,2.0,Diplomat,9.0,7.0,3.0,9.0,9.0,9.0,9.0,9.0,9.0,3.0,5.0,7.0,9.0,10.0,9.0,10.0,5.0,10.0,3.0,,50.0,5.0,5.0,5.0,5.0,30.0,50.0,5.0,5.0,5.0,5.0,30.0,25.0,5.0,5.0,5.0,30.0,30.0,9.0,6.0,7.0,10.0,10.0,8.0,8.0,8.0,7.0,8.0,6,11,17,8,0,0.01,0
"(430, 451)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,10,14,30.0,MBA,8.0,NUS,,,4.0,3.0,1.0,"Asia, Singapore","650,206",,2.0,3.0,3.0,banking,7.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,6.0,7.0,5.0,7.0,7.0,8.0,6.0,6.0,3.0,,20.0,40.0,5.0,20.0,5.0,10.0,40.0,10.0,10.0,20.0,10.0,10.0,20.0,40.0,10.0,10.0,10.0,10.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,7,11,17,8,1,0.17,0
"(430, 452)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,14,14,29.0,MBA,8.0,National University of Singapore,,,4.0,7.0,1.0,Singapore,"10,027",,1.0,5.0,3.0,private equity,7.0,9.0,6.0,8.0,7.0,8.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,10.0,5.0,3.0,7.0,,35.0,30.0,25.0,5.0,0.0,5.0,30.0,5.0,10.0,30.0,10.0,15.0,35.0,5.0,15.0,30.0,5.0,10.0,7.0,8.0,7.0,10.0,8.0,7.0,8.0,8.0,6.0,7.0,10,11,17,8,1,0.21,0
"(430, 453)",22.0,Elementary Education - Preservice,9.0,UC Irvine,,15260.0,4.0,3.0,10.0,California,"94,539",65498.0,1.0,6.0,2.0,Elementary school teacher,2.0,10.0,10.0,10.0,6.0,3.0,2.0,4.0,2.0,4.0,4.0,8.0,9.0,9.0,8.0,8.0,5.0,4.0,5.0,,10.0,25.0,15.0,20.0,15.0,15.0,25.0,20.0,10.0,30.0,10.0,5.0,25.0,10.0,10.0,30.0,10.0,15.0,5.0,8.0,8.0,5.0,8.0,5.0,8.0,6.0,9.0,9.0,9,14,27.0,law,1.0,University of International Business  & Economics,,,4.0,4.0,3.0,"Shanghai, China","210,009",,2.0,6.0,5.0,lawyer,1.0,6.0,3.0,5.0,6.0,6.0,5.0,6.0,5.0,3.0,6.0,6.0,4.0,7.0,6.0,5.0,4.0,1.0,6.0,,30.0,30.0,30.0,5.0,0.0,5.0,30.0,30.0,30.0,5.0,0.0,5.0,20.0,15.0,20.0,15.0,15.0,15.0,5.0,6.0,7.0,8.0,5.0,6.0,5.0,8.0,4.0,7.0,6,11,17,8,1,0.0,0
"(431, 440)",27.0,Education Leadership - Public School Administration,9.0,"Cal State Univ., Long Beach",,8100.0,4.0,5.0,8.0,Southern California,"92,843",,2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,7,14,21.0,Law,1.0,Stanford University,1450.0,25917.0,2.0,8.0,2.0,"Milano, Italy","20,129",,1.0,7.0,2.0,Lawyer,1.0,10.0,10.0,10.0,10.0,7.0,7.0,7.0,3.0,1.0,3.0,5.0,5.0,10.0,8.0,10.0,8.0,5.0,7.0,,35.0,5.0,30.0,20.0,5.0,5.0,35.0,5.0,30.0,20.0,5.0,5.0,40.0,5.0,20.0,10.0,20.0,5.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,10.0,6,11,17,9,0,0.45,0
"(431, 441)",27.0,Education Leadership - Public School Administration,9.0,"Cal State Univ., Long Beach",,8100.0,4.0,5.0,8.0,Southern California,"92,843",,2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,4,14,24.0,Law,1.0,Tufts University,,26892.0,2.0,4.0,2.0,Boston,"6,437",,2.0,7.0,1.0,Corporate law,1.0,6.0,1.0,6.0,7.0,7.0,8.0,7.0,10.0,9.0,9.0,8.0,9.0,10.0,10.0,10.0,7.0,2.0,7.0,,35.0,10.0,25.0,20.0,5.0,5.0,50.0,0.0,20.0,20.0,0.0,10.0,50.0,0.0,0.0,25.0,25.0,0.0,8.0,7.0,8.0,9.0,8.0,7.0,4.0,9.0,9.0,5.0,4,11,17,9,0,-0.46,0
"(431, 442)",27.0,Education Leadership - Public School Administration,9.0,"Cal State Univ., Long Beach",,8100.0,4.0,5.0,8.0,Southern California,"92,843",,2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,5,14,25.0,law,1.0,warsaw university,,,2.0,1.0,1.0,poland,108,,4.0,6.0,1.0,tax lawyer,1.0,7.0,1.0,7.0,5.0,1.0,1.0,7.0,1.0,8.0,6.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,6.0,,40.0,10.0,0.0,45.0,0.0,5.0,60.0,0.0,10.0,30.0,0.0,0.0,30.0,10.0,10.0,20.0,30.0,10.0,7.0,9.0,8.0,8.0,9.0,7.0,1.0,6.0,3.0,9.0,4,11,17,9,0,-0.06,1
"(431, 443)",27.0,Education Leadership - Public School Administration,9.0,"Cal State Univ., Long Beach",,8100.0,4.0,5.0,8.0,Southern California,"92,843",,2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,14,14,27.0,International Affairs - Economic Policy,13.0,Univeristy of Michigan,1290.0,21645.0,3.0,1.0,3.0,New York,"17,403",27794.0,2.0,6.0,2.0,Economic Policy Advisor on Latin America,9.0,9.0,5.0,7.0,8.0,5.0,5.0,5.0,3.0,7.0,6.0,1.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,,30.0,25.0,10.0,20.0,0.0,15.0,40.0,10.0,10.0,30.0,0.0,10.0,40.0,0.0,20.0,20.0,20.0,0.0,7.0,10.0,9.0,7.0,7.0,7.0,8.0,8.0,10.0,9.0,10,11,17,9,0,0.14,0
"(431, 444)",27.0,Education Leadership - Public School Administration,9.0,"Cal State Univ., Long Beach",,8100.0,4.0,5.0,8.0,Southern California,"92,843",,2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,13,14,26.0,MBA,8.0,Middlebury College,1470.0,34300.0,2.0,5.0,1.0,"Los Angeles, CA","10,016",41737.0,2.0,4.0,2.0,Media Management,7.0,8.0,8.0,9.0,2.0,6.0,8.0,6.0,2.0,5.0,2.0,7.0,1.0,10.0,3.0,5.0,5.0,6.0,3.0,,50.0,10.0,10.0,30.0,0.0,0.0,50.0,10.0,0.0,20.0,0.0,20.0,30.0,20.0,10.0,30.0,5.0,5.0,8.0,7.0,9.0,8.0,7.0,8.0,7.0,6.0,9.0,7.0,10,11,17,9,0,-0.03,0
"(431, 445)",27.0,Education Leadership - Public School Administration,9.0,"Cal State Univ., Long Beach",,8100.0,4.0,5.0,8.0,Southern California,"92,843",,2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,12,14,30.0,SIPA - Energy,13.0,U of Vermont,1130.0,20100.0,2.0,1.0,1.0,"Burlington, Vermont","11,576",90225.0,2.0,5.0,2.0,Energy Management,9.0,9.0,6.0,8.0,8.0,5.0,3.0,9.0,5.0,9.0,10.0,5.0,4.0,10.0,8.0,9.0,5.0,1.0,5.0,,40.0,12.0,18.0,12.0,6.0,12.0,60.0,5.0,5.0,20.0,5.0,5.0,30.0,15.0,10.0,20.0,20.0,5.0,9.0,8.0,7.0,10.0,7.0,9.0,9.0,10.0,7.0,7.0,9,11,17,9,0,-0.06,0
"(431, 446)",27.0,Education Leadership - Public School Administration,9.0,"Cal State Univ., Long Beach",,8100.0,4.0,5.0,8.0,Southern California,"92,843",,2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,6,14,28.0,MBA,8.0,Universidad de los Andes,,,3.0,2.0,2.0,"Bogota, Colombia",0,,1.0,4.0,3.0,Finance,7.0,9.0,2.0,9.0,8.0,8.0,7.0,6.0,3.0,6.0,6.0,5.0,6.0,6.0,5.0,8.0,3.0,3.0,7.0,,30.0,20.0,25.0,15.0,10.0,0.0,30.0,20.0,15.0,15.0,15.0,5.0,30.0,25.0,25.0,20.0,0.0,0.0,6.0,8.0,9.0,7.0,5.0,6.0,8.0,7.0,7.0,4.0,5,11,17,9,0,0.25,0
"(431, 447)",27.0,Education Leadership - Public School Administration,9.0,"Cal State Univ., Long Beach",,8100.0,4.0,5.0,8.0,Southern California,"92,843",,2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,9,14,26.0,Public Policy,13.0,University of Delhi,,,4.0,1.0,1.0,India,"110,003",,1.0,7.0,2.0,Public Finance,7.0,7.0,5.0,6.0,8.0,3.0,2.0,6.0,2.0,5.0,6.0,3.0,4.0,8.0,4.0,9.0,2.0,4.0,3.0,,15.0,30.0,25.0,20.0,0.0,10.0,25.0,20.0,20.0,20.0,0.0,15.0,20.0,20.0,15.0,25.0,10.0,10.0,6.0,10.0,6.0,7.0,4.0,6.0,7.0,7.0,5.0,9.0,7,11,17,9,1,0.11,0
"(431, 448)",27.0,Education Leadership - Public School Administration,9.0,"Cal State Univ., Long Beach",,8100.0,4.0,5.0,8.0,Southern California,"92,843",,2.0,7.0,3.0,Public School Principal,7.0,10.0,9.0,7.0,10.0,10.0,10.0,10.0,5.0,4.0,10.0,7.0,7.0,5.0,8.0,10.0,10.0,3.0,7.0,,15.0,15.0,25.0,15.0,15.0,15.0,50.0,10.0,10.0,10.0,10.0,10.0,50.0,10.0,10.0,10.0,10.0,10.0,7.0,10.0,7.0,9.0,10.0,8.0,10.0,8.0,8.0,9.0,3,14,22.0,Law/Business,1.0,Yale,1450.0,26100.0,2.0,1.0,1.0,New York City,"10,021",55080.0,1.0,2.0,1.0,Business Management,7.0,3.0,2.0,4.0,9.0,8.0,9.0,3.0,5.0,9.0,7.0,3.0,6.0,7.0,6.0,10.0,6.0,5.0,3.0,,25.0,15.0,25.0,25.0,5.0,5.0,30.0,20.0,15.0,20.0,0.0,15.0,15.0,15.0,25.0,17.0,18.0,10.0,8.0,9.0,8.0,9.0,10.0,8.0,7.0,9.0,8.0,8.0,3,11,17,9,0,0.03,1
